"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"139045","","","","","","","","",""
"139076","","","","","","","","",""
"139114","","","","","","","","",""
"139174","","","","","","","","",""
"139182","","","","","","","","",""
"139189","","","","","","","","",""
"139204","","","","","","","","",""
"139224","","","","","","","","",""
"139232","","","","","","","","",""
"139258","","","","","","","","",""
"139271","","","","","","","","",""
"139281","","","","","","","","",""
"139289","","","","","","","","",""
"139291","","","","","","","","",""
"139301","","","","","","","","",""
"139323","","","","","","","","",""
"139349","","","","","","","","",""
"139354","","","","","","","","",""
"139383","","","","","","","","",""
"139397","","","","","","","","",""
"139399","0.6228553270365016","0.6228553270365016","0.6228553270365016","0.3870125290735967","0.3870125290735967","0.3870125290735967","0.3608578839517803","0.3608578839517803","0.3608578839517803"
"139417","","","","","","","","",""
"139440","","","","","","","","",""
"139448","","","","","","","","",""
"139452","","","","","","","","",""
"139483","","","","","","","","",""
"139503","","","","","","","","",""
"139527","","","","","","","","",""
"139535","","","","","","","","",""
"139564","","","","","","","","",""
"139645","","","","","","","","",""
"139648","","","","","","","","",""
"139650","","","","","","","","",""
"139665","","","","","","","","",""
"139677","","","","","","","","",""
"139680","","","","","","","","",""
"139688","","","","","","","","",""
"139690","","","","","","","","",""
"139692","","","","","","","","",""
"139723","","","","","","","","",""
"139741","","","","","","","","",""
"139768","","","","","","","","",""
"139807","","","","","","","","",""
"139819","","","","","","","","",""
"139877","","","","","","","","",""
"139883","","","","","","","","",""
"139906","","","","","","","","",""
"139913","","","","","","","","",""
"139920","","","","","","","","",""
"139923","","","","","","","","",""
"140019","","","","","","","","",""
"140026","","","","","","","","",""
"140057","","","","","","","","",""
"140085","","","","","","","","",""
"140119","","","","","","","","",""
"140124","","","","","","","","",""
"140184","","","","","","","","",""
"140240","","","","","","","","",""
"140251","","","","","","","","",""
"140271","","","","","","","","",""
"140302","","","","","","","","",""
"140310","","","","","","","","",""
"140322","","","","","","","","",""
"140349","","","","","","","","",""
"140355","","","","","","","","",""
"140362","","","","","","","","",""
"140424","0.5623344570846323","0.5623344570846323","0.5623344570846323","0.38653542230537025","0.38653542230537025","0.38653542230537025","0.3582835995965906","0.3582835995965906","0.3582835995965906"
"140451","","","","","","","","",""
"140464","","","","","","","","",""
"140493","","","","","","","","",""
"140509","","","","","","","","",""
"140514","","","","","","","","",""
"140518","","","","","","","","",""
"140542","","","","","","","","",""
"140577","","","","","","","","",""
"140593","","","","","","","","",""
"140617","","","","","","","","",""
"140626","","","","","","","","",""
"140688","","","","","","","","",""
"140690","","","","","","","","",""
"140707","","","","","","","","",""
"140715","","","","","","","","",""
"140722","","","","","","","","",""
"140731","","","","","","","","",""
"140741","","","","","","","","",""
"140744","","","","","","","","",""
"140759","","","","","","","","",""
"140795","","","","","","","","",""
"140830","","","","","","","","",""
"140870","","","","","","","","",""
"140903","","","","","","","","",""
"140959","","","","","","","","",""
"140960","","","","","","","","",""
"140961","","","","","","","","",""
"140989","","","","","","","","",""
"141013","","","","","","","","",""
"141014","","","","","","","","",""
"141019","","","","","","","","",""
"141033","","","","","","","","",""
"141053","","","","","","","","",""
"141062","","","","","","","","",""
"141074","","","","","","","","",""
"141080","","","","","","","","",""
"141082","","","","","","","","",""
"141094","","","","","","","","",""
"141105","","","","","","","","",""
"141112","","","","","","","","",""
"141117","","","","","","","","",""
"141132","","","","","","","","",""
"141150","","","","","","","","",""
"141154","","","","","","","","",""
"141162","","","","","","","","",""
"141182","","","","","","","","",""
"141213","","","","","","","","",""
"141221","","","","","","","","",""
"141242","","","","","","","","",""
"141248","","","","","","","","",""
"141252","","","","","","","","",""
"141297","","","","","","","","",""
"141320","","","","","","","","",""
"141370","","","","","","","","",""
"141375","","","","","","","","",""
"141382","","","","","","","","",""
"141383","","","","","","","","",""
"141421","","","","","","","","",""
"141449","0.6070253889058342","0.6070253889058342","0.6070253889058342","0.4040607182871741","0.4040607182871741","0.4040607182871741","0.1868312504041342","0.1868312504041342","0.1868312504041342"
"141450","","","","","","","","",""
"141471","","","","","","","","",""
"141472","","","","","","","","",""
"141480","","","","","","","","",""
"141531","","","","","","","","",""
"141537","","","","","","","","",""
"141543","","","","","","","","",""
"141557","","","","","","","","",""
"141558","","","","","","","","",""
"141576","","","","","","","","",""
"141591","","","","","","","","",""
"141638","","","","","","","","",""
"141668","","","","","","","","",""
"141690","","","","","","","","",""
"141730","","","","","","","","",""
"141764","","","","","","","","",""
"141774","","","","","","","","",""
"141785","","","","","","","","",""
"141841","","","","","","","","",""
"141873","","","","","","","","",""
"141902","","","","","","","","",""
"141928","","","","","","","","",""
"141957","","","","","","","","",""
"142024","","","","","","","","",""
"142054","","","","","","","","",""
"142066","","","","","","","","",""
"142073","","","","","","","","",""
"142144","","","","","","","","",""
"142150","","","","","","","","",""
"142166","","","","","","","","",""
"142179","","","","","","","","",""
"142185","","","","","","","","",""
"142238","","","","","","","","",""
"142251","","","","","","","","",""
"142276","","","","","","","","",""
"142328","","","","","","","","",""
"142350","","","","","","","","",""
"142418","","","","","","","","",""
"142425","","","","","","","","",""
"142437","","","","","","","","",""
"142442","","","","","","","","",""
"142474","0.2737304448370952","0.2737304448370952","0.2737304448370952","0.4040001543784432","0.4040001543784432","0.4040001543784432","0.3329457984606053","0.3329457984606053","0.3329457984606053"
"142478","","","","","","","","",""
"142488","","","","","","","","",""
"142492","","","","","","","","",""
"142494","","","","","","","","",""
"142549","","","","","","","","",""
"142551","","","","","","","","",""
"142555","","","","","","","","",""
"142585","","","","","","","","",""
"142591","","","","","","","","",""
"142604","","","","","","","","",""
"142661","","","","","","","","",""
"142676","","","","","","","","",""
"142689","","","","","","","","",""
"142694","","","","","","","","",""
"142697","","","","","","","","",""
"142711","","","","","","","","",""
"142712","","","","","","","","",""
"142729","","","","","","","","",""
"142756","","","","","","","","",""
"142762","","","","","","","","",""
"142773","","","","","","","","",""
"142790","","","","","","","","",""
"142798","","","","","","","","",""
"142820","","","","","","","","",""
"142836","","","","","","","","",""
"142850","","","","","","","","",""
"142852","","","","","","","","",""
"142861","","","","","","","","",""
"142892","","","","","","","","",""
"142991","","","","","","","","",""
"143003","","","","","","","","",""
"143030","","","","","","","","",""
"143059","","","","","","","","",""
"143096","","","","","","","","",""
"143102","","","","","","","","",""
"143115","","","","","","","","",""
"143154","","","","","","","","",""
"143156","","","","","","","","",""
"143165","","","","","","","","",""
"143182","","","","","","","","",""
"143184","","","","","","","","",""
"143193","","","","","","","","",""
"143198","","","","","","","","",""
"143207","","","","","","","","",""
"143209","","","","","","","","",""
"143262","","","","","","","","",""
"143272","","","","","","","","",""
"143291","","","","","","","","",""
"143308","","","","","","","","",""
"143343","","","","","","","","",""
"143361","","","","","","","","",""
"143364","","","","","","","","",""
"143365","","","","","","","","",""
"143430","","","","","","","","",""
"143432","","","","","","","","",""
"143433","","","","","","","","",""
"143457","","","","","","","","",""
"143467","","","","","","","","",""
"143475","","","","","","","","",""
"143485","","","","","","","","",""
"143499","0.5438061789709064","0.5438061789709064","0.5438061789709064","0.28748441851080986","0.28748441851080986","0.28748441851080986","0.1806269672333072","0.1806269672333072","0.1806269672333072"
"143501","","","","","","","","",""
"143510","","","","","","","","",""
"143527","","","","","","","","",""
"143529","","","","","","","","",""
"143530","","","","","","","","",""
"143544","","","","","","","","",""
"143560","","","","","","","","",""
"143564","","","","","","","","",""
"143582","","","","","","","","",""
"143633","","","","","","","","",""
"143645","","","","","","","","",""
"143654","","","","","","","","",""
"143660","","","","","","","","",""
"143664","","","","","","","","",""
"143675","","","","","","","","",""
"143676","","","","","","","","",""
"143710","","","","","","","","",""
"143727","","","","","","","","",""
"143775","","","","","","","","",""
"143815","","","","","","","","",""
